league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
La Liga,2023,2023-10-28,Mallorca,Getafe,2.25,3.0,3.5,4.38,4.92,Draw,MEDIUM,0.0235,0.9695,0.007,unclear,BTTS YES likely,False,True,False,,10,10,0.8,1.1,0.4,0.6,0.6,0.6,walk_forward,2023-10-28,2023-10-28,100,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",D,0.0,0.0,0.0,0,1,1,0,False,False,2023-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
La Liga,2023,2023-10-28,Cadiz,Sevilla,3.3,3.25,2.25,4.18,4.01,Draw,MEDIUM,0.0045,0.9667,0.0289,unclear,unclear,False,False,False,,10,9,0.9,1.0,0.3,0.556,0.4,0.667,walk_forward,2023-10-28,2023-10-28,100,4,logistic_regression,True,,OBSERVE_ONLY,NONE,low_control_prefer_observation,LOW,la_liga_low_control,la_liga_control,LOW,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",D,2.0,2.0,4.0,1,0,0,1,,,2023-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
La Liga,2023,2023-10-28,Almeria,Las Palmas,2.25,3.5,3.1,4.88,4.09,Draw,MEDIUM,0.001,0.7366,0.2624,unclear,unclear,False,False,False,,10,10,0.3,1.1,0.8,0.2,0.8,0.3,walk_forward,2023-10-28,2023-10-28,100,4,logistic_regression,True,,OBSERVE_ONLY,NONE,low_control_prefer_observation,LOW,la_liga_low_control,la_liga_control,LOW,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A,1.0,2.0,3.0,1,0,1,1,,,2023-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
La Liga,2023,2023-10-28,Barcelona,Real Madrid,2.55,3.6,2.6,3.48,4.15,Away,LOW,0.0046,0.0297,0.9657,unclear,unclear,False,False,False,,10,10,2.4,2.5,0.6,0.6,0.5,0.5,walk_forward,2023-10-28,2023-10-28,100,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A,1.0,2.0,3.0,1,0,1,1,False,,2023-10,no_clear_fav (>2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
La Liga,2023,2023-10-29,Betis,Osasuna,2.05,3.5,3.6,4.65,3.54,Draw,MEDIUM,0.0582,0.7822,0.1596,unclear,unclear,False,False,False,,10,10,1.4,1.3,0.4,0.4,0.6,0.3,walk_forward,2023-10-29,2023-10-29,104,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",H,2.0,1.0,3.0,1,0,1,1,True,True,2023-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,early
La Liga,2023,2023-10-29,Vallecano,Sociedad,3.1,3.2,2.38,3.98,3.75,Draw,LOW,0.0034,0.6724,0.3241,unclear,unclear,False,False,False,,10,10,1.6,1.8,0.3,0.5,0.3,0.6,walk_forward,2023-10-29,2023-10-29,104,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",D,2.0,2.0,4.0,1,0,0,1,True,True,2023-10,medium_fav (2.0-2.5),low (3-5),low (<4),AWAY_FAVORITE,early
La Liga,2023,2023-10-29,Ath Bilbao,Valencia,1.62,3.8,5.75,5.85,3.13,Home,MEDIUM,0.7952,0.0402,0.1646,unclear,unclear,False,False,False,,10,10,1.7,1.4,0.5,0.5,0.2,0.4,walk_forward,2023-10-29,2023-10-29,104,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",D,2.0,2.0,4.0,1,0,0,1,True,True,2023-10,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,early
La Liga,2023,2023-10-29,Ath Madrid,Alaves,1.4,4.75,8.5,7.61,3.21,Home,HIGH,0.9905,0.005,0.0045,unclear,unclear,False,False,False,,9,10,2.444,0.9,0.778,0.1,0.444,0.4,walk_forward,2023-10-29,2023-10-29,104,4,logistic_regression,True,,DIRECTION,DIRECTION_HOME,home_direction,HIGH,higher_control_lower_chaos_direction,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",H,2.0,1.0,3.0,1,0,1,1,True,True,2023-10,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,early
La Liga,2023,2023-10-30,Granada,Villarreal,3.1,3.5,2.25,4.38,5.14,Draw,MEDIUM,0.0247,0.9081,0.0672,unclear,BTTS YES likely,False,True,False,,10,10,0.6,0.9,0.6,0.6,0.7,0.8,walk_forward,2023-10-30,2023-10-30,108,1,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A,2.0,3.0,5.0,1,0,0,1,True,True,2023-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
La Liga,2023,2023-11-03,Las Palmas,Ath Madrid,5.75,3.6,1.65,6.68,3.48,Away,MEDIUM,0.0002,0.0232,0.9767,unclear,unclear,False,False,False,,10,10,1.3,2.5,0.3,0.8,0.3,0.5,walk_forward,2023-11-03,2023-11-03,109,1,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",H,2.0,1.0,3.0,1,0,1,1,False,False,2023-11,strong_fav (1.5-2.0),medium (5-7),low (<4),AWAY_FAVORITE,early
