league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
Premier League,2022,2022-10-20,Fulham,Aston Villa,2.9,3.3,2.5,3.8,5.06,Home,LOW,0.5932,0.1492,0.2576,unclear,BTTS YES likely,False,False,False,,10,10,1.2,0.9,0.9,0.3,0.9,0.5,walk_forward,2022-10-20,2022-10-20,104,2,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,premier_league_balanced,HIGH,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,3.0,0.0,3.0,1,0,1,0,False,,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
Premier League,2022,2022-10-20,Leicester,Leeds,2.25,3.6,3.0,4.58,4.94,Home,LOW,0.4822,0.2711,0.2467,OVER likely,BTTS YES likely,False,True,False,,10,9,0.5,1.0,0.8,0.556,0.7,0.556,walk_forward,2022-10-20,2022-10-20,104,2,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,premier_league_balanced,SUPPRESSED,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,Premier League: OVER_25 standalone and BOTH_OVER25_BTTS have poor evidence.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,2.0,0.0,2.0,0,1,1,0,False,False,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
Premier League,2022,2022-10-22,Chelsea,Man United,2.05,3.5,3.5,4.65,4.26,Away,MEDIUM,0.2775,0.0195,0.703,OVER likely,unclear,False,False,False,,10,10,2.0,1.9,0.7,0.6,0.5,0.5,walk_forward,2022-10-22,2022-10-22,106,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,premier_league_balanced,HIGH,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",D,1.0,1.0,2.0,0,1,1,1,True,,2022-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
Premier League,2022,2022-10-22,Man City,Brighton,1.2,7.0,13.0,7.33,3.63,Home,HIGH,0.9962,0.0038,0.0,unclear,unclear,False,False,False,,10,10,2.3,1.5,0.7,0.4,0.4,0.4,walk_forward,2022-10-22,2022-10-22,106,4,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,premier_league_balanced,LOW,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,3.0,1.0,4.0,1,0,0,1,,,2022-10,heavy_fav (<=1.5),high (7-10),low (<4),HOME_FAVORITE,early
Premier League,2022,2022-10-22,Everton,Crystal Palace,2.6,3.2,2.87,3.57,4.45,Home,LOW,0.6433,0.3073,0.0494,unclear,BTTS YES likely,False,True,False,,10,10,1.0,1.3,0.3,0.5,0.6,0.7,walk_forward,2022-10-22,2022-10-22,106,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,premier_league_balanced,MEDIUM,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,3.0,0.0,3.0,1,0,1,0,True,False,2022-10,no_clear_fav (>2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
Premier League,2022,2022-10-22,Nott'm Forest,Liverpool,11.0,6.0,1.25,7.42,3.95,Away,HIGH,0.3053,0.0158,0.6789,unclear,unclear,False,False,False,,10,10,0.6,1.6,0.4,0.6,0.4,0.6,walk_forward,2022-10-22,2022-10-22,106,4,logistic_regression,True,,OBSERVE_ONLY,NONE,mixed_signal_observe,LOW,diagnostic_only,premier_league_balanced,LOW,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,1.0,0.0,1.0,0,1,1,0,,,2022-10,heavy_fav (<=1.5),high (7-10),low (<4),AWAY_FAVORITE,early
Premier League,2022,2022-10-23,Wolves,Leicester,2.25,3.25,3.25,4.28,3.63,Draw,MEDIUM,0.0105,0.9825,0.007,unclear,unclear,False,False,False,,10,10,0.9,0.7,0.3,0.7,0.2,0.6,walk_forward,2022-10-23,2022-10-23,110,5,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,premier_league_balanced,HIGH,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",A,0.0,4.0,4.0,1,0,0,0,False,False,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,early
Premier League,2022,2022-10-23,Aston Villa,Brentford,2.1,3.5,3.5,4.83,3.96,Home,MEDIUM,0.8124,0.0834,0.1042,unclear,unclear,False,False,False,,10,10,0.9,1.3,0.4,0.5,0.5,0.5,walk_forward,2022-10-23,2022-10-23,110,5,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,premier_league_balanced,HIGH,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",H,4.0,0.0,4.0,1,0,0,0,True,True,2022-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,early
Premier League,2022,2022-10-23,Leeds,Fulham,2.05,3.5,3.6,5.05,5.09,Draw,MEDIUM,0.1567,0.8314,0.0119,OVER likely,BTTS YES likely,False,False,False,,10,10,0.9,1.4,0.5,0.9,0.5,0.8,walk_forward,2022-10-23,2022-10-23,110,5,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,premier_league_balanced,SUPPRESSED,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,Premier League: OVER_25 standalone and BOTH_OVER25_BTTS have poor evidence.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",A,2.0,3.0,5.0,1,0,0,1,True,True,2022-10,medium_fav (2.0-2.5),medium (5-7),medium (4-6),HOME_FAVORITE,early
Premier League,2022,2022-10-23,Southampton,Arsenal,6.0,4.0,1.57,7.27,4.12,Away,LOW,0.4859,0.0181,0.496,OVER likely,unclear,False,False,False,,10,10,1.1,2.7,0.5,0.8,0.5,0.6,walk_forward,2022-10-23,2022-10-23,110,5,logistic_regression,True,,BTTS_OVER,OVER_25,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,premier_league_balanced,SUPPRESSED,Premier League is balanced and competitive. DOUBLE_CHANCE and AVOID are well-supported. Standalone OVER_25 is weak; BTTS_OVER acceptable only with BTTS subtype. BOTH_OVER25_BTTS is unreliable.,Premier League: OVER_25 standalone and BOTH_OVER25_BTTS have poor evidence.,"DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BOTH_OVER25_BTTS",D,1.0,1.0,2.0,0,1,1,1,True,False,2022-10,strong_fav (1.5-2.0),high (7-10),medium (4-6),AWAY_FAVORITE,early
