league,season,date,home_team,away_team,odds_home,odds_draw,odds_away,control_score_10,chaos_score_10,likely_1x2,confidence,model_home_prob,model_draw_prob,model_away_prob,over25_signal,btts_signal,both_over,both_btts,data_warning,probability_profile,home_stats_n,away_stats_n,home_ppg,away_ppg,home_over25_rate,away_over25_rate,home_btts_rate,away_btts_rate,mode,matchday,cutoff_date,train_rows,test_group_size,model_name,model_trained_ok,model_error,recommended_market_type,recommended_market_subtype,recommended_market_read,recommendation_strength,risk_note,league_profile,league_adjusted_strength,league_profile_note,league_warning_flags,league_preferred_subtype,league_suppressed_subtype,market_tier,market_tier_score,market_tier_reason,market_tier_flags,actual_result,actual_home_goals,actual_away_goals,actual_total_goals,actual_over25,actual_under25,actual_under35,actual_btts,type_success,subtype_success,month,odds_bucket,ctrl_bucket,chaos_bucket,fav_side,season_phase
La Liga,2024,2024-10-25,Espanol,Sevilla,3.0,3.25,2.4,3.93,4.41,Draw,LOW,0.0194,0.7899,0.1906,unclear,BTTS YES likely,False,True,False,,10,10,1.0,1.2,0.6,0.5,0.6,0.6,walk_forward,2024-10-25,2024-10-25,100,1,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,A,0.0,2.0,2.0,0,1,1,0,False,False,2024-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
La Liga,2024,2024-10-26,Las Palmas,Girona,2.88,3.4,2.45,4.22,4.38,Draw,MEDIUM,0.0557,0.6366,0.3077,unclear,BTTS YES likely,False,False,False,,10,10,0.6,1.2,0.6,0.4,0.8,0.4,walk_forward,2024-10-26,2024-10-26,101,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,H,1.0,0.0,1.0,0,1,1,0,False,False,2024-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
La Liga,2024,2024-10-26,Real Madrid,Barcelona,2.0,4.1,3.25,4.97,4.52,Away,MEDIUM,0.1283,0.0181,0.8536,OVER likely,BTTS YES likely,False,True,False,,10,10,2.4,2.7,0.4,0.9,0.6,0.7,walk_forward,2024-10-26,2024-10-26,101,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",B_TIER,70,"Adjusted strength HIGH, no warning, subtype not suppressed.",strength:HIGH,A,0.0,4.0,4.0,1,0,0,0,True,,2024-10,strong_fav (1.5-2.0),low (3-5),medium (4-6),HOME_FAVORITE,early
La Liga,2024,2024-10-26,Valladolid,Villarreal,3.5,3.75,2.0,5.67,5.14,Away,MEDIUM,0.004,0.1182,0.8777,OVER likely,BTTS YES likely,True,False,False,,10,10,0.8,1.8,0.7,0.7,0.5,0.9,walk_forward,2024-10-26,2024-10-26,101,4,logistic_regression,True,,BTTS_OVER,BOTH_OVER25_BTTS,goals_profile_preferred_over_hard_1x2,LOW,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",HARD_NO_GO,5,Subtype BOTH_OVER25_BTTS has consistently poor walk-forward evidence across all leagues.,hard_nogo_subtype:BOTH_OVER25_BTTS,A,1.0,2.0,3.0,1,0,1,1,True,True,2024-10,strong_fav (1.5-2.0),medium (5-7),medium (4-6),AWAY_FAVORITE,early
La Liga,2024,2024-10-26,Vallecano,Alaves,2.25,3.1,3.5,4.38,4.89,Away,MEDIUM,0.1158,0.135,0.7492,unclear,BTTS YES likely,False,True,False,,10,10,1.3,1.0,0.5,0.7,0.7,0.6,walk_forward,2024-10-26,2024-10-26,101,4,logistic_regression,True,,AVOID,AVOID_VOLATILE,model_market_disagreement_low_control,LOW,disagreement_plus_low_control,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",B_TIER,70,"Adjusted strength HIGH, no warning, subtype not suppressed.",strength:HIGH,H,1.0,0.0,1.0,0,1,1,0,True,,2024-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),HOME_FAVORITE,early
La Liga,2024,2024-10-27,Leganes,Celta,3.25,3.25,2.3,4.47,4.41,Away,MEDIUM,0.0768,0.0601,0.8632,unclear,BTTS YES likely,False,False,False,,10,10,0.8,1.3,0.2,0.7,0.5,0.8,walk_forward,2024-10-27,2024-10-27,105,4,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,H,3.0,0.0,3.0,1,0,1,0,True,False,2024-10,medium_fav (2.0-2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
La Liga,2024,2024-10-27,Getafe,Valencia,2.1,3.1,3.8,4.73,3.64,Draw,MEDIUM,0.4157,0.5482,0.0361,UNDER likely,unclear,False,False,False,,10,10,0.9,0.6,0.1,0.5,0.5,0.4,walk_forward,2024-10-27,2024-10-27,105,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A_TIER,93,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_1X) + clean signal (no warning, chaos within range).",high_strength | preferred_subtype:DOUBLE_CHANCE_1X | chaos_low,D,1.0,1.0,2.0,0,1,1,1,True,True,2024-10,medium_fav (2.0-2.5),low (3-5),low (<4),HOME_FAVORITE,early
La Liga,2024,2024-10-27,Betis,Ath Madrid,3.1,3.4,2.3,4.47,3.75,Away,MEDIUM,0.0579,0.2345,0.7076,unclear,unclear,False,False,False,,10,10,1.5,2.0,0.3,0.4,0.5,0.5,walk_forward,2024-10-27,2024-10-27,105,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_X2,away_or_draw_X2,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A_TIER,93,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_X2) + clean signal (no warning, chaos within range).",high_strength | preferred_subtype:DOUBLE_CHANCE_X2 | chaos_low,H,1.0,0.0,1.0,0,1,1,0,False,False,2024-10,medium_fav (2.0-2.5),low (3-5),low (<4),AWAY_FAVORITE,early
La Liga,2024,2024-10-27,Sociedad,Osasuna,1.75,3.6,5.0,5.55,3.82,Home,MEDIUM,0.7636,0.2143,0.0221,unclear,unclear,False,False,False,,10,10,1.2,1.5,0.3,0.6,0.3,0.7,walk_forward,2024-10-27,2024-10-27,105,4,logistic_regression,True,,DOUBLE_CHANCE,DOUBLE_CHANCE_1X,home_or_draw_1X,MEDIUM,favorite_direction_but_control_below_hard_1x2,la_liga_control,HIGH,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",A_TIER,93,"HIGH adjusted strength + preferred subtype (DOUBLE_CHANCE_1X) + clean signal (no warning, chaos within range).",high_strength | preferred_subtype:DOUBLE_CHANCE_1X | chaos_low,A,0.0,2.0,2.0,0,1,1,0,False,False,2024-10,strong_fav (1.5-2.0),medium (5-7),low (<4),HOME_FAVORITE,early
La Liga,2024,2024-10-28,Mallorca,Ath Bilbao,2.9,3.1,2.55,3.38,4.11,Away,LOW,0.2959,0.0051,0.699,unclear,BTTS YES likely,False,False,False,,10,10,1.7,1.7,0.4,0.5,0.5,0.7,walk_forward,2024-10-28,2024-10-28,109,1,logistic_regression,True,,BTTS_OVER,BTTS,goals_profile_preferred_over_hard_1x2,MEDIUM,goals_signal_with_control_not_required,la_liga_control,SUPPRESSED,"La Liga is a lower-scoring, controlled league. UNDER_35 shows 92.7% accuracy (n=41). OVER_25 and BTTS have poor evidence; BOTH_OVER25_BTTS is unreliable.",La Liga: goals subtype has poor walk-forward evidence — treat with caution.,"UNDER_35, DOUBLE_CHANCE_1X, DOUBLE_CHANCE_X2","OVER_25, BTTS, BOTH_OVER25_BTTS",HARD_NO_GO,5,SUPPRESSED league_adjusted_strength combined with active warning flag.,suppressed_strength | warning_flag,D,0.0,0.0,0.0,0,1,1,0,False,False,2024-10,no_clear_fav (>2.5),low (3-5),medium (4-6),AWAY_FAVORITE,early
